"","Master.Incident.Number","Response.Date","Response.Type","Location.Name","Responding.Unit","Location.Address"
"15090","030516-0160",2016-03-05 05:36:00,"EMS","Red Roof Inn","SQ2","3500 Sw 42nd St
(29.621103, -82.387277)"
"15091","030516-0132",2016-03-05 03:47:00,"EMS","Lincoln Middle School","E2","1001 12TH ST SE
(29.642299, -82.309752)"
"15092","030516-0126",2016-03-05 03:36:00,"EMS","Knights Inn (NW 13 ST)","E5","2820 Nw 13th St
(29.678028, -82.339815)"
"15093","030516-0086",2016-03-05 02:06:00,"EMS","Frederick Gardens Apartments","E2","1405 Sw 10th Ter
(29.637886, -82.335245)"
"15094","030516-0058",2016-03-05 01:23:00,"EMS","Kangaroo (3520 newr)","E3","3520 Ne Waldo Rd
(29.684926, -82.289832)"
"15095","030516-0038",2016-03-05 00:52:00,"EMS","Motel 6","SQ2","4000 Sw 40th Blvd
(29.61727, -82.383854)"
"15096","030516-0035",2016-03-05 00:48:00,"EMS","","E4","2600 W University Av
(29.651989, -82.361533)"
"15097","030416-0953",2016-03-04 23:31:00,"EMS","Kangaroo/Mobil (20 newr)","E3","20 Ne Waldo Rd
(29.652543, -82.311337)"
"15098","030416-0950",2016-03-04 23:29:00,"EMS","McDonalds (WNR)","E4","6003 W Newberry Rd
(29.659159, -82.407268)"
"15099","030416-0870",2016-03-04 21:40:00,"EMS","Addison Lane Apts (41)","SQ2","4117 Sw 20th Av
(29.633262, -82.386274)"
"15100","030416-0821",2016-03-04 20:40:00,"EMS","Ironwood Golf Course","E3","2100 Ne 39th Av
(29.689439, -82.296745)"
"15101","030416-0820",2016-03-04 20:39:00,"EMS","","E5","700 Sw 13th St
(29.645701, -82.339317)"
"15102","030416-0793",2016-03-04 20:07:00,"EMS","Interface","E5","1400 Nw 29th Rd
(29.679244, -82.340895)"
"15103","030416-0781",2016-03-04 19:45:00,"EMS","","TW1","624 19TH AV NW
(29.669583, -82.33168)"
"15104","030416-0761",2016-03-04 19:23:00,"EMS","","E5","1228 Nw 44th Av
(29.694811, -82.337828)"
"15105","030416-0755",2016-03-04 19:13:00,"EMS","","SQ1","543 Sw 6th Pl
(29.646554, -82.330989)"
"15106","030416-0748",2016-03-04 19:04:00,"EMS","Fork and Pasta","E1","1802 W University Av
(29.652072, -82.346288)"
"15107","030416-0688",2016-03-04 18:07:00,"SVC","Regency Oaks Apartments","E2","3230 Sw Archer Rd
(29.629475, -82.371826)"
"15108","030416-0647",2016-03-04 17:33:00,"EMS","Shands Medical Plaza -HCF","TW2","2000 Sw Archer Rd
(29.636934, -82.350372)"
"15109","030416-0627",2016-03-04 17:19:00,"EMS","Fl Surgical Center -HCF","E4","3480 Hull Rd
(29.638891, -82.375473)"
"15110","030416-0612",2016-03-04 17:05:00,"EMS","AllState Insurance NW 13th St","E5","4004 Nw 13th St
(29.689538, -82.339439)"
"15111","030416-0441",2016-03-04 13:54:00,"EMS","GFR Station 1","TW1","427 S Main St
(29.647532, -82.324641)"
"15112","030416-0417",2016-03-04 13:33:00,"EMS","Cypress Glenn Apartments","E5","2130 Nw 31st Av
(29.682272, -82.352165)"
"15113","030416-0418",2016-03-04 13:33:00,"EMS","Sunshine Park Apartments","E1","1901 Nw 2nd St
(29.669356, -82.325703)"
"15114","030416-0395",2016-03-04 13:14:00,"EMS","Grace Marketplace","SQ1","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15115","030416-0385",2016-03-04 13:02:00,"EMS","Pine Grove Apartments","E3","1901 Ne 2nd St
(29.66945, -82.319981)"
"15116","030416-0377",2016-03-04 12:50:00,"HAZ","","HZ2","746 Nw 36th St
(29.659248, -82.376714)"
"15117","030416-0348",2016-03-04 12:15:00,"EMS","Sams Club Warehouse 13TH","E5","2801 Nw 13th St
(29.678066, -82.335165)"
"15118","030416-0341",2016-03-04 12:05:00,"EMS","Whitney MHP","E7","8401 Nw 13th St
(29.733262, -82.376951)"
"15119","030416-0333",2016-03-04 11:54:00,"EMS","Wendys Restaurant 5","TW2","3611 Sw Archer Rd
(29.622055, -82.377202)"
"15120","030416-0329",2016-03-04 11:45:00,"EMS","GFR Station 1","E1","427 S Main St
(29.647532, -82.324641)"
"15121","030416-0323",2016-03-04 11:42:00,"EMS","DOJ Dept of the Jail","E3","3333 Ne 39th Av
(29.679163, -82.27795)"
"15122","030416-0316",2016-03-04 11:36:00,"EMS","Cypress Glenn Apartments","E7","2130 Nw 31st Av
(29.682272, -82.352165)"
"15123","030416-0306",2016-03-04 11:23:00,"FIRE","","TW2","5120 Sw 17th Pl
(29.637003, -82.397716)"
"15124","030416-0272",2016-03-04 10:45:00,"EMS","Village Crossing Apartments","E3","501 Se 18th St
(29.647885, -82.301542)"
"15125","030416-0249",2016-03-04 10:19:00,"EMS","Sidney Lanier Center","SQ1","312 Nw 16th Av
(29.667011, -82.32799)"
"15126","030416-0241",2016-03-04 10:11:00,"EMS","Shands Medical Plaza -HCF","E2","2000 Sw Archer Rd
(29.636934, -82.350372)"
"15127","030416-0228",2016-03-04 09:57:00,"EMS","","SQ1","501 Nw 2nd St
(29.655724, -82.326428)"
"15128","030416-0220",2016-03-04 09:52:00,"EMS","","E7","3841 Nw 17th Av
(29.66741, -82.381939)"
"15129","030416-0204",2016-03-04 09:31:00,"EMS","Lil Scholars Academy","Q8","3520 Nw 13th St
(29.684576, -82.339391)"
"15130","030416-0201",2016-03-04 09:24:00,"EMS","Addison Lane Apartments","SQ2","4117 Sw 20th Av
(29.633262, -82.386274)"
"15131","030416-0199",2016-03-04 09:21:00,"EMS","Whitney MHP","E7","8401 Nw 13th St
(29.733262, -82.376951)"
"15132","030416-0198",2016-03-04 09:20:00,"EMS","","SQ1","903 Ne 25th St
(29.660181, -82.291768)"
"15133","030416-0196",2016-03-04 09:19:00,"EMS","","E3","2821 Ne 54th St
(29.676728, -82.26016)"
"15134","030416-0159",2016-03-04 08:34:00,"FIRE","Terells BBQ 2","E3","1916 WALDO RD NE
(29.669338, -82.30003)"
"15135","030416-0155",2016-03-04 08:23:00,"EMS","","SQ1","303 Nw 4th St
(29.654017, -82.328548)"
"15136","030416-0146",2016-03-04 08:05:00,"EMS","Oak Hammock IL 5000-3122 SW 25th Blvd","E2","5000 Sw 25th Blvd
(29.60623, -82.361534)"
"15137","030416-0115",2016-03-04 07:12:00,"EMS","","E5","2224 Nw 11th Av
(29.662693, -82.354497)"
"15138","030416-0104",2016-03-04 06:47:00,"EMS","Cypress Glenn Apartments","E5","2130 Nw 31st Av
(29.682272, -82.352165)"
"15139","030416-0093",2016-03-04 06:15:00,"EMS","Hunters Run Apartments","E2","2600 Sw Williston Rd
(29.61233, -82.360139)"
"15140","030416-0092",2016-03-04 06:11:00,"EMS","Woodland Park Apartments","SQ1","1900 Se 4th St
(29.632092, -82.318584)"
"15141","030416-0083",2016-03-04 05:53:00,"EMS","PALM GARDENS - HCF","SQ2","227 Sw 62nd Blvd
(29.650557, -82.406858)"
"15142","030416-0082",2016-03-04 05:42:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"15143","030416-0065",2016-03-04 04:54:00,"EMS","","E2","2339 Sw 31st Pl
(29.623292, -82.356897)"
"15144","030416-0063",2016-03-04 04:38:00,"EMS","","SQ1","413 Nw 8th St
(29.655095, -82.332786)"
"15145","030416-0039",2016-03-04 02:14:00,"FIRE","","E1","6TH / NW 3RD AV NW
ST
(29.653825, -82.33082)"
"15146","030416-0014",2016-03-04 00:47:00,"EMS","Meadowcrest Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"15147","030316-0991",2016-03-03 22:49:00,"EMS","","E7","5119 Nw 80th Rd
(29.72774, -82.396597)"
"15148","030316-0954",2016-03-03 21:52:00,"EMS","Meadowcrest Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"15149","030316-0952",2016-03-03 21:51:00,"ALM","Office Max","TW2","3642 Sw Archer Rd
(29.62291, -82.378383)"
"15150","030316-0929",2016-03-03 21:14:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15151","030316-0922",2016-03-03 21:04:00,"EMS","High Rise","SQ1","400 Nw 1st Av
(29.65291, -82.328767)"
"15152","030316-0897",2016-03-03 20:33:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15153","030316-0864",2016-03-03 19:46:00,"EMS","","E1","Sw 2nd Av / Sw 5th St
(29.650269, -82.329527)"
"15154","030316-0833",2016-03-03 19:10:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15155","030316-0831",2016-03-03 19:07:00,"EMS","Oak Ridge Apartments","E5","1120 Nw 45th Av
(29.69621, -82.337395)"
"15156","030316-0817",2016-03-03 18:51:00,"EMS","Downtown Annex GPD","TW1","105 Sw 3rd St
(29.651104, -82.327693)"
"15157","030316-0783",2016-03-03 18:21:00,"EMS","Las Margaritas Restaurant","E7","4405 Nw 39th Av
(29.688228, -82.390135)"
"15158","030316-0753",2016-03-03 17:49:00,"ALM","A Childs Academy (ACA)","Q8","3401 Nw 34th St
(29.683645, -82.371571)"
"15159","030316-0741",2016-03-03 17:39:00,"FIRE","","TW1","Se 10th St / Se 2nd Av
(29.650101, -82.313332)"
"15160","030316-0728",2016-03-03 17:27:00,"EMS","DIGNITY","SQ1","3035 Ne 28th Dr
(29.677242, -82.290818)"
"15161","030316-0715",2016-03-03 17:15:00,"EMS","Lakeshore Towers Apartments","E2","2306 Sw 13th St
(29.629711, -82.341105)"
"15162","030316-0713",2016-03-03 17:14:00,"EMS","","E1","Ne 8th Av / Ne Waldo Rd
(29.659276, -82.30656)"
"15163","030316-0681",2016-03-03 16:40:00,"EMS","","E5","2801 Nw 13th St
(29.678066, -82.335165)"
"15164","030316-0676",2016-03-03 16:36:00,"EMS","Frederick Gardens Apts","E2","1130 Sw 16th Av
(29.637322, -82.337027)"
"15165","030316-0626",2016-03-03 15:44:00,"EMS","Shands Medical Plaza -HCF","E2","2000 Sw Archer Rd
(29.636934, -82.350372)"
"15166","030316-0619",2016-03-03 15:37:00,"EMS","Carver Gardens Apt (64)","SQ1","1101 Se 15th St
(29.640921, -82.305227)"
"15167","030316-0588",2016-03-03 15:04:00,"EMS","","E4","4819 Nw 18th Pl
(29.668792, -82.394694)"
"15168","030316-0556",2016-03-03 14:36:00,"EMS","","E1","3706 Sw 3rd Pl
(29.649291, -82.378995)"
"15169","030316-0531",2016-03-03 14:12:00,"EMS","","E4","Nw 8th Av / Nw 40th Ter
(29.659561, -82.383981)"
"15170","030316-0513",2016-03-03 14:00:00,"FIRE","","Q8","4031 Nw 31st Ter
(29.690803, -82.368395)"
"15171","030316-0492",2016-03-03 13:33:00,"EMS","UF Human Resources Building","E1","903 W University Av
(29.651891, -82.334009)"
"15172","030316-0477",2016-03-03 13:20:00,"FIRE","Gainesville Comm Ministries Thrift","Q8","5001 Nw 34th Blvd
(29.700082, -82.369378)"
"15173","030316-0469",2016-03-03 13:16:00,"HAZ","","E1","Nw 19th Av / Nw 6th St
(29.669396, -82.330874)"
"15174","030316-0464",2016-03-03 13:08:00,"EMS","UF Wound Hyperbaric Care","E7","3951 Nw 48th Ter
(29.689778, -82.394388)"
"15175","030316-0400",2016-03-03 12:10:00,"EMS","","E3","2500 E UNIVERSITY AV
(29.651895, -82.292274)"
"15176","030316-0377",2016-03-03 11:42:00,"ALM","","E5","2260 Nw 40th Pl
(29.691084, -82.355285)"
"15177","030316-0372",2016-03-03 11:38:00,"HAZ","YON HALL","HZ2","1908 Stadium Rd
(29.648627, -82.347941)"
"15178","030316-0310",2016-03-03 10:20:00,"EMS","Pace Center","E4","1010 Se 4th Av
(29.648644, -82.312983)"
"15179","030316-0262",2016-03-03 09:28:00,"ALM","Lions Gate Condominiums","TW1","408 Nw 15th St
(29.655006, -82.341781)"
"15180","030316-0208",2016-03-03 08:29:00,"FIRE","","SQ2","1404 Sw 42nd St
(29.639343, -82.387471)"
"15181","030316-0194",2016-03-03 08:05:00,"FIRE","The Palms Condominium","TW1","230 Sw 2nd Av
(29.650521, -82.32756)"
"15182","030316-0189",2016-03-03 08:01:00,"EMS","","SQ1","3409 Sw 1st Way
(29.620867, -82.329694)"
"15183","030316-0177",2016-03-03 07:48:00,"HAZ","","E1","Ne 8th Av / N Main St
(29.659206, -82.325005)"
"15184","030316-0167",2016-03-03 07:39:00,"EMS","Kangaroo (3520 newr)","E3","3520 WALDO RD NE
(29.684926, -82.289832)"
"15185","030316-0162",2016-03-03 07:36:00,"EMS","O2B Kids (37thbd&swar)","SQ2","3989 Sw 37th Blvd
(29.617726, -82.377198)"
"15186","030316-0150",2016-03-03 07:23:00,"EMS","","E7","5310 Nw 45th Dr
(29.703616, -82.390583)"
"15187","030316-0136",2016-03-03 07:02:00,"EMS","Oak Park High Rise","SQ1","100 Ne 8th Av
(29.659622, -82.324003)"
"15188","030316-0120",2016-03-03 06:31:00,"ALM","NFRMC Womens Center","E4","6440 W Newberry Rd
(29.659613, -82.410908)"
"15189","030316-0113",2016-03-03 06:08:00,"EMS","HICKORY COTTAGE","E3","2305 17TH PL NE
(29.667571, -82.295165)"
"15190","030316-0112",2016-03-03 06:07:00,"EMS","","E7","6115 Nw 34th Ter
(29.710554, -82.372532)"
"15191","030316-0109",2016-03-03 06:05:00,"EMS","Horizon House Apartments","E5","1515 Nw 10th St
(29.666181, -82.334973)"
"15192","030316-0101",2016-03-03 05:39:00,"EMS","Aviara Apartments","SQ1","205 Se 16th Av
(29.629179, -82.325269)"
"15193","030316-0100",2016-03-03 05:35:00,"EMS","","E2","2526 Sw 50th Blvd
(29.607467, -82.357467)"
"15194","030316-0080",2016-03-03 04:15:00,"EMS","","SQ1","727 Se 4th Av
(29.64824, -82.316947)"
"15195","030316-0056",2016-03-03 03:00:00,"EMS","Little Pines Apartments","E5","710 Nw 16th Av
(29.666824, -82.332141)"
"15196","030316-0043",2016-03-03 02:15:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"15197","030316-0036",2016-03-03 02:02:00,"EMS","Kangaroo (3520 newr)","E3","3520 Ne Waldo Rd
(29.684926, -82.289832)"
"15198","030316-0020",2016-03-03 01:20:00,"EMS","","E2","3610 Sw 31st Dr
(29.617531, -82.369397)"
"15199","030216-0986",2016-03-02 22:42:00,"FIRE","","Q8","4735 Nw 28th St
(29.698576, -82.363703)"
"15200","030216-0980",2016-03-02 22:31:00,"EMS","","E2","1044 14TH AV SW
(29.638621, -82.335839)"
"15201","030216-0964",2016-03-02 22:06:00,"EMS","","E7","4551 Nw 49th St
(29.696724, -82.395153)"
"15202","030216-0955",2016-03-02 21:52:00,"EMS","Pine Grove Apartments","SQ1","1901 Ne 2nd St
(29.66945, -82.319981)"
"15203","030216-0947",2016-03-02 21:37:00,"EMS","Po Boys Creole Cafe","TW2","3275 Sw 34th St
(29.624487, -82.371169)"
"15204","030216-0944",2016-03-02 21:28:00,"EMS","Pavillion on 62nd Apartments","SQ2","1000 Sw 62nd Blvd
(29.642514, -82.399139)"
"15205","030216-0942",2016-03-02 21:22:00,"EMS","Sundowne Villas","E2","3600 Windmeadows Blvd
(29.628644, -82.375745)"
"15206","030216-0935",2016-03-02 21:06:00,"EMS","Southfork Oaks","SQ2","2300 Sw 43rd St
(29.631264, -82.390311)"
"15207","030216-0925",2016-03-02 20:50:00,"SVC","","E5","2424 Nw 4th Ter
(29.675375, -82.329582)"
"15208","030216-0920",2016-03-02 20:46:00,"EMS","Bo Diddley Plaza","SQ1","E University Av / Ne 1st St
(29.651967, -82.323974)"
"15209","030216-0918",2016-03-02 20:42:00,"EMS","Boardwalk Apartments","TW2","2701 Sw 13th St
(29.626274, -82.33769)"
"15210","030216-0907",2016-03-02 20:30:00,"EMS","","E2","31ST / SW 23RD TER SW
PL
(29.623542, -82.356092)"
"15211","030216-0896",2016-03-02 20:13:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"15212","030216-0894",2016-03-02 20:12:00,"EMS","Grace Marketplace","SQ1","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15213","030216-0891",2016-03-02 20:04:00,"EMS","","E3","Ne 39th Av / Ne Waldo Rd
(29.684998, -82.289223)"
"15214","030216-0872",2016-03-02 19:34:00,"EMS","","E3","1300 E University Av
(29.651932, -82.308669)"
"15215","030216-0866",2016-03-02 19:31:00,"EMS","Oak Park High Rise","SQ1","100 Ne 8th Av
(29.659622, -82.324003)"
"15216","030216-0855",2016-03-02 19:20:00,"HAZ","","Q8","3622 Nw 41st Pl
(29.691312, -82.376636)"
"15217","030216-0841",2016-03-02 19:05:00,"EMS","","E5","4400 Nw 13th St
(29.694576, -82.339013)"
"15218","030216-0779",2016-03-02 18:08:00,"EMS","VA Honor Center","E3","1604 Se 3rd Av
(29.64947, -82.304048)"
"15219","030216-0760",2016-03-02 17:51:00,"EMS","","SQ2","Sw Archer Rd / Sw 34th St
(29.626912, -82.372532)"
"15220","030216-0741",2016-03-02 17:36:00,"EMS","","Q8","Nw 13th St / Nw 35th Av
(29.684915, -82.339047)"
"15221","030216-0700",2016-03-02 16:41:00,"FIRE","The Palms Condominium","TW1","230 2ND AV SW
(29.650521, -82.32756)"
"15222","030216-0667",2016-03-02 16:11:00,"EMS","","E5","2800 Ne 17th Ter
(29.677921, -82.302335)"
"15223","030216-0665",2016-03-02 16:10:00,"EMS","Pine Meadows Apartments","E3","2626 E University Av
(29.652578, -82.290934)"
"15224","030216-0652",2016-03-02 15:58:00,"EMS","Senior Health Care Center -HCF","E7","2205 Nw 40th Ter
(29.673869, -82.383632)"
"15225","030216-0625",2016-03-02 15:39:00,"FIRE","Oxford Manor Apartments","TW2","2777 Sw Archer Rd
(29.629398, -82.364268)"
"15226","030216-0589",2016-03-02 14:52:00,"EMS","SIMED-Southeastern Integrated Medical Plaza -HCF","SQ2","4343 Newberry Rd
(29.654607, -82.388899)"
"15227","030216-0576",2016-03-02 14:40:00,"EMS","","TW2","3010 Sw Archer Rd
(29.629441, -82.367785)"
"15228","030216-0574",2016-03-02 14:39:00,"ALM","A Childs Academy (ACA)","TW1","3401 Nw 34th St
(29.683645, -82.371571)"
"15229","030216-0557",2016-03-02 14:23:00,"EMS","Hidden Village Apartments","E2","2725 Sw 27th Av
(29.62561, -82.364468)"
"15230","030216-0543",2016-03-02 14:13:00,"EMS","Texas Trailer","E5","5601 Nw 13th St
(29.706144, -82.345559)"
"15231","030216-0535",2016-03-02 14:01:00,"EMS","University Physicians 132","E2","1329 Sw 16th St
(29.636331, -82.343084)"
"15232","030216-0534",2016-03-02 14:00:00,"EMS","","E1","1800 Sw 13th St
(29.634701, -82.339345)"
"15233","030216-0533",2016-03-02 14:00:00,"FIRE","College Manor Apartments","TW2","1216 Sw 2nd Av
(29.650452, -82.337724)"
"15234","030216-0509",2016-03-02 13:41:00,"EMS","Royal Village","SQ1","920 Sw 6th St
(29.642579, -82.331183)"
"15235","030216-0492",2016-03-02 13:13:00,"ALM","","E7","3937 Nw 25th Cir
(29.676694, -82.384631)"
"15236","030216-0483",2016-03-02 13:02:00,"EMS","Kentucky Fried Chicken (E UNIV AV)","TW1","1231 E University Av
(29.651606, -82.308921)"
"15237","030216-0478",2016-03-02 12:57:00,"FIRE","","E5","2213 Nw 11th Av
(29.662154, -82.354271)"
"15238","030216-0462",2016-03-02 12:48:00,"EMS","Whitney MHP","E7","8401 Nw 13th St
(29.733262, -82.376951)"
"15239","030216-0447",2016-03-02 12:33:00,"EMS","Sunshine Park Apartments","E5","1901 Nw 2nd St
(29.669356, -82.325703)"
"15240","030216-0433",2016-03-02 12:21:00,"EMS","Zion Evangelical Lutheran Church","E4","1700 Nw 34th St
(29.667667, -82.372761)"
"15241","030216-0424",2016-03-02 12:12:00,"EMS","Bivens Cove Apartments","E2","3301 Sw 13th St
(29.622137, -82.337474)"
"15242","030216-0406",2016-03-02 11:54:00,"ALM","","E5","2504 Nw 24th Ter
(29.675462, -82.359527)"
"15243","030216-0387",2016-03-02 11:38:00,"EMS","Park Meadows -HCF","TW2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"15244","030216-0384",2016-03-02 11:32:00,"EMS","GFR Station 1","SQ1","427 S Main St
(29.647532, -82.324641)"
"15245","030216-0382",2016-03-02 11:30:00,"EMS","Southwest Villas Apt (202)","SQ2","3643 20TH AV SW
(29.633487, -82.377687)"
"15246","030216-0342",2016-03-02 10:45:00,"EMS","","E2","Sw Archer Rd / Sw 23rd Ter
(29.632306, -82.361627)"
"15247","030216-0324",2016-03-02 10:22:00,"EMS","VA Honor Center","E3","1604 Se 3rd Av
(29.64947, -82.304048)"
"15248","030216-0280",2016-03-02 09:21:00,"EMS","","E7","5178 Nw 80th Rd
(29.728042, -82.397344)"
"15249","030216-0258",2016-03-02 08:58:00,"EMS","ALLEN AND WILSON CPA","E7","2630 Nw 41st St
(29.677559, -82.387298)"
"15250","030216-0198",2016-03-02 07:46:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15251","030216-0166",2016-03-02 07:09:00,"EMS","","E3","2024 Se 3rd Pl
(29.648859, -82.298019)"
"15252","030216-0136",2016-03-02 06:29:00,"EMS","","E3","1737 Ne 8th Av
(29.659231, -82.302283)"
"15253","030216-0121",2016-03-02 05:34:00,"EMS","ABC Motel","E2","2000 Sw 13th St
(29.633168, -82.339769)"
"15254","030216-0109",2016-03-02 04:50:00,"EMS","Sunset Apartments (nw)","E5","1500 Nw 12th St
(29.665691, -82.337325)"
"15255","030216-0106",2016-03-02 04:44:00,"EMS","","E3","306 Se 15th St
(29.648904, -82.30615)"
"15256","030216-0095",2016-03-02 04:03:00,"EMS","Brookdale Hunters Crossing","E7","4601 Nw 53rd Av
(29.702147, -82.391597)"
"15257","030216-0089",2016-03-02 03:52:00,"EMS","Badcocks Furniture NW 13th st","E5","4325 13TH ST NW
(29.693695, -82.338507)"
"15258","030216-0057",2016-03-02 02:34:00,"EMS","","E5","426 Nw 36th Av
(29.685762, -82.329051)"
"15259","030216-0043",2016-03-02 01:54:00,"EMS","Georgetown Apartments","E5","1324 Nw 16th Av
(29.66695, -82.340606)"
"15260","030216-0032",2016-03-02 01:15:00,"EMS","","E7","4004 Nw 59th Av
(29.709163, -82.383555)"
"15261","030116-1079",2016-03-01 22:28:00,"EMS","Woodland Park Apartments","SQ1","1900 Se 4th St
(29.632092, -82.318584)"
"15262","030116-1021",2016-03-01 20:59:00,"FIRE","","SQ1","1101 Ne 26th Ter
(29.662605, -82.290146)"
"15263","030116-0961",2016-03-01 19:20:00,"FIRE","","E3","1225 Se 12th St
(29.639054, -82.310608)"
"15264","030116-0959",2016-03-01 19:19:00,"EMS","Ventura Apartments (SW 42nd)","SQ2","1908 Sw 42nd Dr
(29.634726, -82.387842)"
"15265","030116-0914",2016-03-01 18:26:00,"EMS","Elks Lodge","E5","2424 Nw 23rd Blvd
(29.674558, -82.347268)"
"15266","030116-0895",2016-03-01 18:01:00,"EMS","Bailey Manor Apartments","SQ1","1307 Nw 6th St
(29.66405, -82.330288)"
"15267","030116-0892",2016-03-01 17:55:00,"EMS","","TW2","2614 Sw 31st Pl
(29.622785, -82.361522)"
"15268","030116-0888",2016-03-01 17:54:00,"ALM","","E3","1411 Se 3rd Av
(29.648891, -82.306878)"
"15269","030116-0886",2016-03-01 17:52:00,"EMS","","E2","Sw Archer Rd / Newell Dr
(29.639703, -82.341847)"
"15270","030116-0885",2016-03-01 17:52:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"15271","030116-0810",2016-03-01 16:21:00,"EMS","","Q8","5300 34TH BLVD NW
(29.703331, -82.363764)"
"15272","030116-0788",2016-03-01 16:00:00,"EMS","","Q8","4005 Nw 9th Ct
(29.660207, -82.385153)"
"15273","030116-0722",2016-03-01 14:57:00,"EMS","Meridian Transitions","SQ2","3807 Sw 34th St
(29.618288, -82.371971)"
